sentence,FOOD,PRICE,SERVICE,AMBIENCE
"제가 일곱 살 때부터 게 함정을 뽑고 케이크를 직접 만들어왔다는 점을 고려하면 꽤 대단한 발언이겠지만, 이 작은 악마 같은 녀석들에 대한 무언가가 매번 더 좋아집니다.",2,0,0,0
피자를 좋아해요. 특히 버섯 피자를 좋아해요.,2,0,0,0
"훌륭함 음료, 콘비프 해시, 커피, B Fast 부리또, 글루텐 없음 메뉴.",2,0,0,0
ㅋㅋㅋ 저는 바로 돌아가서 직장에 가는 동안 먹을 간식으로 5개나 더 샀어요!,2,0,0,0
가격대비 가치가 있음.,0,2,0,0
가격대비 가치가 충분합니다!,0,2,0,0
가격대비 가치가 충분합니다!!,0,2,0,0
"가격대비 기대했던 것보다 훨씬 좋았어요.좋았고, 넓었고객실, 타일과 욕조에 히터가 있었고객실, 훌륭했고위치, 매우 깨끗했고, 프런트 데스크의 친절한 직원이 어디로 가야 하고 어디로 가면 안 되는지 알려주었어요.",0,0,2,2
"가격대비 만족도가 좋고, 매우 깨끗하고 괜찮습니다아침식사.",2,2,0,2
가격대비 매우 좋음 조식 - 호텔 홈페이지에서 미리 예약하세요,2,2,0,0
가격대비 좋은 가격.,0,2,0,0
가격대비 좋은 가치라고 생각했고 위치가 좋았고 직원이 매우 친절했습니다(자전거도 빌려줬습니다). 바쁜 하루를 보낸 후에는 조용했습니다.,0,0,2,2
가격대비 좋은 호텔이에요. 중심지에 있어서 산타 크로체까지 차로 5분 정도 걸려요.,0,0,0,2
가격대비 훌륭하고 위치,0,2,0,2
가격도 꽤 저렴했어요.,0,2,0,0
가격도 나쁘지 않네요.,0,2,0,0
가격도 매우 저렴합니다.,0,2,0,0
가격도 적당하고 매우 편안했습니다. 유일한 불만은 체크인할 때 있었던 무례한 직원 한 명이었습니다(다른 직원 4명 모두는 친절하고 도움이 되었습니다).,0,0,1,0
가격도 적당했습니다.,0,2,0,0
가격에도 불구하고 우리는 귀빈처럼 대우받았고 체크인 후 엄청나게 큰 방 인실 으로 업그레이드되었습니다.,0,0,2,0
가격은 비교적 비싼 편이지만 위치와 이곳이 파리라는 점을 고려하면 아마 적당할 듯합니다.,0,1,0,2
가격은 비싼 편이지만 음식은 맛있어서 다시 방문하고 싶습니다.,2,1,0,0
가격은 서비스와 음식의 질에 비해 저렴했습니다.,2,2,0,0
가격은 적당한 편이나 서비스는 별로입니다.,0,2,1,0
가격은 조금 비싼 편이지만 한입 먹으면 그만한 가치가 있습니다.,2,1,0,0
가격은 좀 비싼 편이지만 그만한 가치는 있습니다!,0,1,0,0
가격은 좀 비싼 편이지만 그만한 가치는 충분히 있습니다!!,0,1,0,0
"가격이 너무 낮아서 중국에서 만든 쓰레기 제품일 수도 있다고 의심하는데, 이는 중국에서 만든 것이라는 확실한 증거입니다.",0,0,0,0
가격이 너무 비싼,0,1,0,0
가격이 너무 비싼데 맛도 별로 없습니다.,1,1,0,0
가격이 놀라울 정도로 저렴하네요.,0,2,0,0
가격이 매우 적당합니다.,0,2,0,0
가격이 매우 좋습니다.,0,2,0,0
가격이 비싸고 맛도 없음,1,1,0,0
"가격이 비싼 편일본 음식이고, 서비스는 보통서비스입니다.",0,1,0,0
가격이 적당한 간식 !!,0,2,0,0
가격이 좋고 배송비도 저렴해요.,0,2,0,0
가격이 참 좋네요.,0,2,0,0
"가끔씩 요리사가 생선을 사용하기로 결정했을 때, 그 요리가 괜찮은 편이라면 좋을 것입니다.",1,0,0,0
"가끔은 괜찮은음식 때도 있고, 괜찮은서비스 때도 있어요.",2,0,0,0
"가끔은 다른 것보다 계피 맛이 더 강한 사각형을 맞히기도 하는데, 블루 박스 종류를 얼마나 좋아하는지 생각하면 이 종류는 약간 실망스러웠어요.",0,0,0,0
"가끔은 손님들이 그의 유머 감각을 이해하지 못할 수도 있지만, 개성과 전문성을 갖추고 저녁 식사의 프라이버시를 존중해주는 서버가 있어서 기분이 상쾌합니다.",0,0,2,0
"가끔은 음식이 나쁠 때도 있고음식 나쁠 때도 있고서비스, 가끔은 좋음 좋음 나쁠 때도 있고서비스",2,0,1,0
가능하면 피하세요. 하지만 완전히 낭비하지는 마세요.,1,0,0,0
가벼운 탄산감이 상쾌함을 더해줍니다.,2,0,0,0
가볍고 식물성이며 매우 부드럽습니다.,2,0,0,0
가볍지만 동시에 풍부합니다!,2,0,0,0
가시면 마리나라/아라비아타 소스를 맛보시고 카로차 모짜렐라 치즈는 정말 맛있어요. 모든 게 다 맛있어요.,2,0,0,0
가을 호박 컵케이크에 필요해요!,2,0,0,0
가장 기쁜 놀라움은 기대 이상의 수표를 받았다는 것입니다. 이런 일은 대부분 장소에서 늘 일어나기 때문입니다.,0,2,0,0
"가장 맛이 나쁜 제품코코넛워터은 One, Naked, VitaCoco입니다.",1,0,0,0
"가장 맛있는 순서대로 내가 가장 좋아하는 포장 코코넛워터는 지코, 1, 그 다음이 비타코코입니다.",2,0,0,0
가장 맛있는 요리는 꿀 호두 새우입니다. 정말 훌륭해요.,2,0,0,0
"가장 불친절함직원, 하지만 깨끗함객실.",0,0,1,0
가장 신선한 곳초밥 – 저는 여기를 좋아해요식당.,2,0,0,0
"가장 신선한 해산물 음식은 아니었지만, 맛과 프레젠테이션은 괜찮았습니다.",0,0,0,0
"가장 신선함, 가장 다양함, 가장 빠름배달.",2,0,2,0
가장 싼 것은 아니지만 초밥 매번 갈 만한 가치가 있었습니다.,2,0,0,0
가장 좋은 점은 가격도 매우 합리적이라는 것입니다.,0,2,0,0
가장 좋은 점은 로비에 스타벅스가 있고 타임스퀘어 한가운데로 바로 걸어갈 수 있다는 것입니다.,0,0,0,2
가장 좋은 점은 맛도 좋다는 것입니다!,2,0,0,0
"가장 좋은 점은 분위기 따뜻하고, 주인이 매우 친절하고, 서비스 빠르다는 것입니다.",0,0,2,2
"가장 좋은 점은 직원의 친절함이었는데, 이런 친절함은 일부 호텔에서는 찾기 힘듭니다.",0,0,2,0
가장 중요한 것은 음식이 훌륭하다는 것입니다.,2,0,0,0
가장 큰 불만 사항: 토스트를 제공할 수 없습니다.,0,0,1,0
"가장 큰 효과는 ""배탈"" 증상이 훨씬 좋아졌다는 것입니다.",2,0,0,0
가족 해산물 요리가 매우 맛있었습니다.,2,0,0,0
가족들은 그것이 내가 만든 것 중에 최고라고 말했습니다.,2,0,0,0
"가족들이 왔을 때 그는 그들에게 팔레트를 테스트해 볼 수 있는 앱을 준 후, 그들에게 주문했습니다.",0,0,2,0
"가족바바로 요약 해변은 ? 훌륭한풀 지역이지만 오후에는 스타 친구들객실과 함께 정말 시끄럽습니다.? 괜찮은 크기, 없음자쿠지, 딱딱함침대와 베개? 전망은 끔찍했고 발코니가 바다 대신 서로 마주보고 있었습니다.? 가능하면 해변 근처에 있는 2층 리노베이션된 킹룸을 요청하는 이메일을 보냈습니다. 호텔? 아이들이 많아서 가족들을 돌봐줍니다.?서비스 항상 미소 띤 얼굴? 플라밍고, 오리, 백조, 공작이 많습니다.",0,0,2,0
각 상자에 10개의 봉지가 들어 있는 상자가 6개 있습니다.,0,0,0,0
"각 장소가 실제로 다르다는 것은 이해할 수 있지만, 고객에게 무례하거나 완전히 무례할 필요는 없었습니다.",0,0,1,0
"각 코스를 주문할 때마다 1시간 30분에서 45분 이상 기다렸지만, 음료는 제공되지 않았습니다.",0,0,1,0
각 팩에는 4개의 티백이 들어있습니다.,0,0,0,0
간단하고 간결하게 말하면 좌석이 훌륭합니다. 낭만적이고 아늑하며 개인적입니다.,0,0,0,2
"간단히 말해서, 맨해튼을 벗어나 평화로운 안식처로 들어간 것과 같습니다.",0,0,0,2
간식으로 먹는데 맛과 섬유질 함량이 매우 만족스럽습니다.,2,0,0,0
간식을 발견하게 되어 기쁩니다. 스노우는 먹는 것을 좋아해요.,2,0,0,0
감자 반찬은 죽을 만큼 맛있고 라브네(요거트 딥)도 맛있습니다.,2,0,0,0
감자볼은 전혀 마르지 않았습니다... 사실 버터 같은 식감이었습니다.,2,0,0,0
감초 맛은 아주 다르죠. 감초라고 부를 수만 있다면 말이죠.,1,0,0,0
값비싼,0,1,0,0
갓 구운 맛이 납니다.,2,0,0,0
갓 쪄낸 음식을 뜨겁고 따뜻하게 여러분의 테이블에 올려드립니다.,2,0,2,0
"강력 추천 빅토리아 4 빅토리아 4는 플라자 데 솔 근처, 프라도와 왕궁의 중간 지점에 위치하며 그란비아까지 도보로 금방 갈 수 있는 좋은 위치에 있습니다.",0,0,0,2
강력 추천하고 가격도 정말 경쟁력이 있어요.,0,2,0,0
강력 추천합니다!,0,0,0,0
강하고 진한 커피 맛을 좋아하신다면 이 음료가 딱 맞습니다.,2,0,0,0
강한 커피 향과 맛을 원하신다면 여기서 실수하실 수 없습니다.,2,0,0,0
개가 간식을 좋아한다면 이 간식을 시도해 보세요. 이 간식이 나오는 것을 보면 다른 간식을 떨어뜨릴 것입니다.,2,0,0,0
개는 맛이 부족한 것을 메우기 위해 더 커졌습니다.,1,0,0,0
"개의 객실은 매우 편안했고 숙면도 훌륭했습니다. 저희 취향에는 가격이 좀 비싼 편이어서 호텔에서 식사는 하지 않았지만, 저희의 요구 사항에 완벽하게 맞는 근처의 아주 좋은 식당을 추천해주었습니다.",0,1,2,0
"개의 베이글)은 괜찮지만, 조금 너무 익혀져서 '특별한' 베이글을 맛볼 수는 없습니다.",1,0,0,0
"개인적으로 저는 마게리타 피자를 더 좋아하지만, 다른 피자도 다 맛있습니다.",2,0,0,0
"개인적으로, 저는 이것오트밀 스퀘어을 구매하지 않을 것이고, 맛이 더 좋고 영양가 있는 시리얼을 선택할 것입니다.",1,0,0,0
객실서비스은 빠르고 상당히 괜찮았지만 메뉴가 다소 제한적입니다.,0,0,2,0
객실에 포함된 전체 조식이 마음에 들었습니다.,2,0,0,0
객실에서 진짜 커피 한 잔을 마실 수 있어서 정말 좋았어요!,2,0,0,0
"객실은 거리쪽으로 나 있었지만 소음 문제가 전혀 없었고, 아침 식사도 포함되어 있었고 맛있었습니다... 매우 친절했습니다. 직원.",2,0,2,0
객실은 깨끗하고 편안했고 레스토랑은 환상적이었습니다.,2,0,0,0
객실은 깨끗하고 호텔 직원들은 친절했습니다.,0,0,2,0
"객실은 깨끗했고, 샤워도 좋았고, 직원은 친절했습니다.",0,0,2,0
"객실은 넓고 깨끗했으며, 직원은 매우 친절하고 도움이 많았습니다.",0,0,2,0
"객실은 매우 깨끗했고, 침대는 매우 컸으며, 뷔페식 아침 식사는 훌륭했고 모든 취향에 맞춰 제공되었습니다.",2,0,0,0
"객실은 매우 좋았고, 객실 서비스도 좋았고, 체크인도 훌륭했습니다(객실에서 직접 체크인을 진행해주었습니다).",0,0,2,0
"객실은 보통이었고, 아침 식사는 그렇게 나쁘지 않았어요.",0,0,0,0
객실은 아름답고 서비스는 매우 효율적이었습니다.,0,0,2,0
객실은 좀 작은 편이에요! 직원들은 매우 매력적이고 정말 친절하고 도움이 돼요.,0,0,2,0
"객실은 좋았고, 침대는 매우 편안했고, 직원은 매우 친절하고 도움이 많았습니다.",0,0,2,0
객실은 훌륭하고 깨끗했고 아침 식사는 훌륭했지만,2,0,0,0
객실은 훌륭하고 위치 저렴한 가격에도 불구하고 인상적이었습니다. 분명 우리가 찾은 보물이었고 다음에도 또 머물고 싶습니다!,0,2,0,2
객실은 훌륭하고 위치는 훌륭해요.,0,0,0,2
객실은 훌륭했고 위치는 완벽했습니다.,0,0,0,2
거기 일하는 사람들은 항상 너무 친절해서 가끔은 뉴욕에 있다는 사실을 잊을 정도입니다.,0,0,2,0
거기 있는 대부분의 것들이 좋았을 뿐만 아니라 더 좋았습니다.,2,0,0,0
"거기서 많은 컨벤션이 열렸는데, 체크인에만 1시간 이상 걸렸어요!",0,0,1,0
거기서 식사를 한 후에는 결코 불쾌하거나 배부르다는 느낌이 들지 않습니다.,2,0,0,0
거만하게 비웃는 말이 있다.,0,0,1,0
"거의 다 없어졌고 지금까지 검은색은 모두 감초색이 아니었습니다(그리고 다른 것에 비하면 맛이 더 좋아요, 역겨워요!) 흰색도 마찬가지였고 파란색은 한 쌍만 플레이할 수 있었습니다:(",1,0,0,0
거주 지역이 여름이거나 더운 경우 주문하지 마세요!!,1,0,0,0
건강에 좋은 효과가 많다는 글을 읽고 구매했습니다.,2,0,0,0
건강하고 편리하며 먹을 만하지만 씹어서 먹는 것을 좋아한다면 실망스러울 수 있습니다.,2,0,0,0
건강한 간식인 것 같아요. 간식,2,0,0,0
건포도와 다크초콜릿의 조합은 정말 훌륭해요!,2,0,0,0
건포도와 비슷해 보이지만 더 통통하고 달콤합니다.,2,0,0,0
검은 후추의 매운맛이 느껴지는 완벽한 균형을 이룬 향신료입니다.,2,0,0,0
게다가 밥은 양념이 안되어 있어서 초밥은 싱겁고 맛없었습니다.,1,0,0,0
"게다가 생선은 의심할 여지 없이 신선한 반면, 롤은 설명할 수 없을 정도로 밋밋한 경향이 있습니다.",1,0,0,0
게다가 설탕도 없고 치아에도 좋습니다.,2,0,0,0
게다가 이 호텔은 매우 좋은 위치 곳에 위치해 있습니다: 거기에서 도보로 몇 분 안에 모든 곳에 쉽게 도달할 수 있습니다.,0,0,0,2
"게다가 저는 쌀 알레르기가 있는데, 웨이터는 믿을 수 없을 만큼 친절했어요. 눈 하나 깜빡이지 않았어요!",0,0,2,0
"겨울에는 따뜻하고 친절하며, 따뜻한 계절에는 훌륭합니다야외 좌석.",0,0,0,2
격렬한 활동을 하는 동안 게임 전에 이 음료를 마시면 배가 편안해지고 활력이 생기는 것을 좋아합니다.,2,0,0,0
결과는 정말 훌륭했습니다.,2,0,0,0
"결국 우리의 계산서는 4개의 작은 사이즈(2개: 팬케이크), 1개의개: 아침 부리또, 1개의(4개: 오렌지 주스), 1개의(5개: 아이스티)로 27달러가 나왔습니다(저는 물을 마셨습니다).",0,0,0,0
"결국 주인이 우리 바로 옆에 앉았는데, 그가 와서 우리의 문제를 확인하러 왔을 때 그는 매우 무시하며 우리 청구서에서 20% 할인을 제안했습니다.",0,0,1,0
결국에는 공정한 보상과 즐거운 시간을 얻게 될 것입니다!!!,0,2,0,0
결론적으로 이 제품은 가장 흔한 식료품 브랜드보다 훨씬 나빴습니다.,1,0,0,0
경영진은 실제로 이를 주의 깊게 살펴서 웨이터를 교육하고 올바른 매너를 가르쳐야 합니다.,0,0,1,0
계란을 고치는 과정에서 접시의 다른 부분이 깨져서 더 이상 계속할 수 없어서 거절했습니다.,1,0,0,0
계산서가 나왔는데 아무것도 무료가 아니어서 매니저에게 정중하게 와인 값은 낼 의향이 있지만 구더기가 들어간 음식 값은 내야 할 것 같아서 내지 않겠다고 말했습니다.,0,0,1,0
계속 좋은 일을 하세요!!!,1,0,0,0
계절에 맞춰 나오는 스페셜 요리는 기대에 조금 못 미쳤습니다.,1,0,0,0
계피 맛은 제게 갈색 설탕 맛과 거의 똑같습니다오트밀 사각형.,0,0,0,0
고객에게 정직하지 않음.,1,0,0,0
"고급 와인 한 병을 포함한 식사를 마치던 중, 아들의 약혼자가 우리와 함께 와인 한 잔과 디저트를 즐겼습니다.",1,0,0,0
"고기가 신선하지 않고, 소스도 평범하며, 식사하면 김치와 샐러드가 무료로 제공되지만 전반적으로 아쉬웠습니다.",1,2,2,0
"고기는 다소 질기고, 물 속에 작은 덩어리가 떠다니는 느낌이 있었으며, 기름도 조금 있었습니다.",1,0,0,0
고기를 마무리할 때 사용하기엔 소금 맛이 조금 아쉬웠습니다.,1,0,0,0
"고기와의 조화가 기대만큼 좋지 않았고, 질감과 맛도 평범했으며, 잘 녹지 않았습니다.",1,0,0,0
고야의 템블레케는 기대보다 평범한 맛이었어요.,1,0,0,0
